2025-04-21 23:46:48	270100
2025-04-21 23:52:04	270100
2025-04-22 03:12:57	270200
2025-04-22 06:49:58	270400
2025-04-22 09:37:20	270600
2025-04-22 15:38:15	271500
2025-04-22 18:49:16	272200
2025-04-22 21:31:36	272700
2025-04-23 03:13:54	272900
2025-04-23 06:50:35	273100
2025-04-23 09:38:02	273600
2025-04-23 13:37:05	274200
2025-04-23 15:40:23	274500
2025-04-23 18:52:49	275100
2025-04-23 21:31:58	275600
2025-04-24 03:15:37	275800
2025-04-24 06:51:41	276000
2025-04-24 09:38:12	276200
2025-04-24 13:37:44	276500
2025-04-24 15:40:13	276800
2025-04-24 18:49:42	277300
2025-04-24 21:33:24	277700
2025-04-25 03:15:19	277800
2025-04-25 06:50:44	278000
2025-04-25 09:35:54	278200
2025-04-25 13:34:50	278600
2025-04-25 15:37:06	278800
2025-04-25 18:48:45	279400
2025-04-25 21:31:47	279800
2025-04-26 03:09:27	279900
2025-04-26 06:45:26	280100
2025-04-26 09:30:48	280400
2025-04-26 13:05:30	280800
2025-04-26 15:31:49	281000
2025-04-26 18:42:29	281600
2025-04-26 21:28:32	282200
2025-04-27 03:16:11	282300
2025-04-27 06:46:43	282500
2025-04-27 09:31:14	282700
2025-04-27 13:05:49	283000
2025-04-27 15:31:51	283200
2025-04-27 18:43:40	283600
2025-04-27 21:28:49	284000
2025-04-28 03:30:22	284100
2025-04-28 07:01:22	284200
2025-04-28 11:29:05	284400
2025-04-28 13:51:11	284500
2025-04-28 15:38:57	284600
2025-04-28 18:50:02	285100
2025-04-28 21:31:08	285400
2025-04-29 03:15:16	285500
2025-04-29 06:51:37	285600
2025-04-29 09:40:02	285600
2025-04-29 13:45:10	285900
2025-04-29 15:39:19	286000
2025-04-29 18:48:59	286500
2025-04-29 21:31:30	286700
2025-04-30 03:15:11	286800
2025-04-30 06:53:41	286900
2025-04-30 09:38:13	287000
2025-04-30 13:36:23	287300
2025-04-30 15:38:26	287400
2025-04-30 18:49:45	288000
2025-04-30 21:33:05	288400
2025-05-01 03:36:12	288500
2025-05-01 06:51:28	288700
2025-05-01 09:36:19	288900
2025-05-01 13:34:00	289300
